"02-01-2012","22:25:54"
"X Units:","MICRON"
"Z Units:","MICRON"
"Num Data:",48925
"Data Gain:",1
"Data Offset:",0
0,0.007880485
0.10215,0.007757859
0.2043,0.007512606
0.30645,0.007267354
0.4086,0.007144727
0.51075,0.007022101
0.6129,0.006776848
0.71505,0.006654222
0.8172,0.006592909
0.91935,0.006408969
1.0215,0.006163717
1.12365,0.00622503
1.2258,0.006286343
1.32795,0.006470283
1.4301,0.006654222
1.53225,0.006899475
1.6344,0.007083414
1.73655,0.007267354
1.8387,0.007635233
1.94085,0.007819172
2.043,0.008003111
2.14515,0.008248364
2.2473,0.008432304
2.34945,0.008616243
2.4516,0.008616243
2.55375,0.008493616
2.6559,0.00837099
2.75805,0.008248364
2.8602,0.008064425
2.96235,0.007757859
3.0645,0.00738998
3.16665,0.007144727
3.2688,0.006776848
3.37095,0.00622503
3.4731,0.005918464
3.57525,0.005673212
3.6774,0.005550585
3.77955,0.005427959
3.8817,0.005305333
3.98385,0.004937454
4.086,0.004692201
4.18815,0.004692201
4.2903,0.004692201
4.39245,0.004508262
4.4946,0.004385635
4.59675,0.004324322
4.6989,0.004324322
4.80105,0.004263009
4.9032,0.004324322
5.00535,0.004446948
5.1075,0.004324322
5.20965,0.004324322
5.3118,0.004324322
5.41395,0.004569575
5.5161,0.004692201
5.61825,0.004753514
5.7204,0.004937454
5.82255,0.004937454
5.9247,0.00506008
6.02685,0.005244019
6.129,0.005550585
6.23115,0.005918464
6.3333,0.006163717
6.43545,0.006286343
6.5376,0.006347656
6.63975,0.006408969
6.7419,0.006347656
6.84405,0.006286343
6.9462,0.005918464
7.04835,0.005673212
7.1505,0.005305333
7.25265,0.004814827
7.3548,0.004446948
7.45695,0.003956443
7.5591,0.003588564
7.66125,0.003220685
7.7634,0.002975433
7.86555,0.002607554
7.9677,0.002178362
8.06985,0.00174917
8.172,0.001381291
8.27415,0.0009520986
8.3763,0.000338967
8.47845,-2.891189E-05
8.5806,-0.0002128514
8.68275,-0.0002128514
8.7849,-0.0002741645
8.88705,-0.0002128514
8.9892,-0.0001515382
9.09135,-2.891189E-05
9.1935,0.0001550276
9.29565,0.0002163407
9.3978,0.0002776539
9.49995,0.0005229065
9.6021,0.0007681591
9.70425,0.0008907854
9.8064,0.0007681591
9.90855,0.000706846
10.0107,0.0006455328
10.11285,0.0007681591
10.215,0.001013412
10.31715,0.001136038
10.4193,0.001197351
10.52145,0.001258664
10.6236,0.001442604
10.72575,0.001503917
10.8279,0.001626543
10.93005,0.001626543
11.0322,0.001626543
11.13435,0.001626543
11.2365,0.001503917
11.33865,0.001381291
11.4408,0.001197351
11.54295,0.0007681591
11.6451,0.0004002802
11.74725,3.240126E-05
11.8494,-0.0003354777
11.95155,-0.000887296
12.0537,-0.001193862
12.15585,-0.001439114
12.258,-0.001684367
12.36015,-0.00192962
12.4623,-0.002174872
12.56445,-0.002358812
12.6666,-0.002665377
12.76875,-0.002726691
12.8709,-0.002788004
12.97305,-0.002788004
13.0752,-0.002788004
13.17735,-0.002665377
13.2795,-0.002481438
13.38165,-0.002297499
13.4838,-0.00192962
13.58595,-0.001684367
13.6881,-0.001439114
13.79025,-0.001377801
13.8924,-0.001439114
13.99455,-0.001439114
14.0967,-0.001561741
14.19885,-0.001684367
14.301,-0.00192962
14.40315,-0.002174872
14.5053,-0.002358812
14.60745,-0.002604064
14.7096,-0.00291063
14.81175,-0.003155883
14.9139,-0.00309457
15.01605,-0.002849317
15.1182,-0.002788004
15.22035,-0.002849317
15.3225,-0.003033256
15.42465,-0.00291063
15.5268,-0.002788004
15.62895,-0.003033256
15.7311,-0.003033256
15.83325,-0.003155883
15.9354,-0.003278509
16.03755,-0.003401135
16.1397,-0.003646388
16.24185,-0.003769014
16.344,-0.004014267
16.44615,-0.004136893
16.5483,-0.004382146
16.65045,-0.004504772
16.7526,-0.004627398
16.85475,-0.004750025
16.9569,-0.004688711
17.05905,-0.004872651
17.1612,-0.004750025
17.26335,-0.004627398
17.3655,-0.004566085
17.46765,-0.004443459
17.5698,-0.00425952
17.67195,-0.004014267
17.7741,-0.003646388
17.87625,-0.003401135
17.9784,-0.00291063
18.08055,-0.002665377
18.1827,-0.002420125
18.28485,-0.002297499
18.387,-0.002174872
18.48915,-0.002052246
18.5913,-0.002113559
18.69345,-0.001990933
18.7956,-0.002174872
18.89775,-0.002420125
18.9999,-0.002665377
19.10205,-0.00291063
19.2042,-0.003278509
19.30635,-0.003646388
19.4085,-0.004014267
19.51065,-0.004504772
19.6128,-0.004995277
19.71495,-0.005424469
19.8171,-0.005914974
19.91925,-0.006466793
20.0214,-0.007079924
20.12355,-0.007815682
20.2257,-0.008244875
20.32785,-0.008796693
20.43,-0.009164572
20.53215,-0.009532451
20.6343,-0.009655077
20.73645,-0.009471138
20.8386,-0.009103259
20.94075,-0.008674067
21.0429,-0.007938309
21.14505,-0.007202551
21.2472,-0.006589419
21.34935,-0.005853661
21.4515,-0.005117903
21.55365,-0.004382146
21.6558,-0.003769014
21.75795,-0.003155883
21.8601,-0.002665377
21.96225,-0.002174872
22.0644,-0.001684367
22.16655,-0.001071236
22.2687,-0.0005807303
22.37085,-0.0002128514
22.473,3.240126E-05
22.57515,0.0002163407
22.6773,0.000338967
22.77945,0.0004002802
22.8816,0.0002776539
22.98375,0.0001550276
23.0859,-9.022505E-05
23.18805,-0.000458104
23.2902,-0.0008259829
23.39235,-0.001439114
23.4945,-0.00192962
23.59665,-0.002665377
23.6988,-0.003401135
23.80095,-0.00425952
23.9031,-0.004995277
24.00525,-0.005914974
24.1074,-0.006712046
